trial,condition,response,correct,fc,ft,Lt,reversal,timestamp
1,signal_interval=1,2,0,2000.0,1000.0,-38.00,0,2025-08-30 15:18:36
2,signal_interval=1,1,1,2000.0,1000.0,-36.00,1,2025-08-30 15:18:43
3,signal_interval=1,2,0,2000.0,1000.0,-38.00,1,2025-08-30 15:18:51
4,signal_interval=1,1,1,2000.0,1000.0,-37.00,0,2025-08-30 15:18:57
