trial,condition,response,correct,fc,ft,Lt,reversal,timestamp
1,signal_interval=2,2,1,1000.0,500.0,-40.00,0,2025-08-30 15:11:45
2,signal_interval=1,2,0,1000.0,500.0,-42.00,1,2025-08-30 15:11:53
3,signal_interval=1,2,0,1000.0,500.0,-40.00,0,2025-08-30 15:11:59
