subject_id,sl_reference_db,test_freq,mod_freq,mod_type,masker_itd_us,itd_us,track,trial_no,level_db,response,is_reversal
P01,-80.0,500.0,250.0,None,0,200,B,1,-60.0000,continuous,0
P01,-80.0,500.0,250.0,None,0,200,B,2,-58.0000,continuous,0
P01,-80.0,500.0,250.0,None,0,200,B,3,-58.0000,continuous,0
P01,-80.0,500.0,250.0,None,0,200,B,4,-56.0000,continuous,0
P01,-80.0,500.0,250.0,None,0,200,B,5,-58.0000,pulsating,1
P01,-80.0,500.0,250.0,None,0,200,B,6,-60.0000,pulsating,0
P01,-80.0,500.0,250.0,None,0,200,A,7,-25.0000,pulsating,0
P01,-80.0,500.0,250.0,None,0,200,B,8,-60.0000,continuous,0
P01,-80.0,500.0,250.0,None,0,200,A,9,-27.0000,pulsating,0
P01,-80.0,500.0,250.0,None,0,200,B,10,-59.0000,continuous,1
P01,-80.0,500.0,250.0,None,0,200,B,11,-59.0000,continuous,0
P01,-80.0,500.0,250.0,None,0,200,A,12,-27.0000,pulsating,0
P01,-80.0,500.0,250.0,None,0,200,B,13,-58.0000,continuous,0
P01,-80.0,500.0,250.0,None,0,200,B,14,-58.0000,continuous,0
P01,-80.0,500.0,250.0,None,0,200,B,15,-57.0000,continuous,0
P01,-80.0,500.0,250.0,None,0,200,B,16,-58.0000,pulsating,1
P01,-80.0,500.0,250.0,None,0,200,A,17,-29.0000,pulsating,0
P01,-80.0,500.0,250.0,None,0,200,B,18,-58.0000,continuous,0
P01,-80.0,500.0,250.0,None,0,200,B,19,-57.0000,continuous,1
P01,-80.0,500.0,250.0,None,0,200,B,20,-57.0000,continuous,0
P01,-80.0,500.0,250.0,None,0,200,B,21,-58.0000,pulsating,1
P01,-80.0,500.0,250.0,None,0,200,A,22,-29.0000,pulsating,0
P01,-80.0,500.0,250.0,None,0,200,A,23,-31.0000,pulsating,0
P01,-80.0,500.0,250.0,None,0,200,A,24,-31.0000,pulsating,0
P01,-80.0,500.0,250.0,None,0,200,B,25,-58.0000,continuous,0
P01,-80.0,500.0,250.0,None,0,200,B,26,-57.0000,continuous,1
P01,-80.0,500.0,250.0,None,0,200,A,27,-33.0000,pulsating,0
P01,-80.0,500.0,250.0,None,0,200,B,28,-57.0000,continuous,0
P01,-80.0,500.0,250.0,None,0,200,A,29,-33.0000,pulsating,0
P01,-80.0,500.0,250.0,None,0,200,A,30,-35.0000,pulsating,0
P01,-80.0,500.0,250.0,None,0,200,B,31,-56.0000,continuous,0
P01,-80.0,500.0,250.0,None,0,200,A,32,-35.0000,pulsating,0
P01,-80.0,500.0,250.0,None,0,200,B,33,-56.0000,continuous,0
P01,-80.0,500.0,250.0,None,0,200,B,34,-57.0000,pulsating,1
P01,-80.0,500.0,250.0,None,0,200,A,35,-37.0000,pulsating,0
P01,-80.0,500.0,250.0,None,0,200,A,36,-37.0000,pulsating,0
P01,-80.0,500.0,250.0,None,0,200,A,37,-39.0000,pulsating,0
P01,-80.0,500.0,250.0,None,0,200,A,38,-39.0000,pulsating,0
P01,-80.0,500.0,250.0,None,0,200,A,39,-41.0000,pulsating,0
P01,-80.0,500.0,250.0,None,0,200,A,40,-41.0000,pulsating,0
P01,-80.0,500.0,250.0,None,0,200,A,41,-43.0000,pulsating,0
